name,ovr_score,ovr_rank,tch_score,tch_rank,res_score,res_rank,cit_score,cit_rank,ind_score,ind_rank,int_score,int_rank,std_stat,std_rank,stf_stat,stf_rank,int_stat,int_rank
Universidade Federal do Ceará (UFC),10.4,1577,21.3,1019,13.6,1131,15.5,1544,39.3,1069,24.7,1486,"40,899",183,19.8,581,1%,1517
Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),10.4,1578,18.1,1335,12.4,1246,19.9,1422,36.9,1771,21.7,1625,"4,882",1652,13.6,1216,1%,1590
Universidade Federal do Triângulo Mineiro,10.4,1579,14,1751,9.4,1597,23,1358,36.9,1769,21.1,1650,"11,992",1181,20.5,528,0%,1714
Universidade Federal do Vale do São Francisco,10.4,1580,16.6,1542,7.4,1799,4.1,1775,36.9,1795,17.3,1765,"6,395",1562,11,1488,0%,1779
Federal University of Itajubá,10.4,1581,16.7,1533,9.6,1562,14.9,1562,40,973,24.2,1507,"8,596",1417,17.1,801,1%,1540
Universidade Federal de Juiz de Fora,10.4,1582,18,1347,10.8,1417,18.6,1451,37.9,1330,22.9,1575,"26,085",535,16.5,866,0%,1739
Universidade Federal do Maranhão (UFMA),10.4,1583,16.4,1568,8.8,1675,12.6,1614,37.1,1627,20.1,1686,"32,222",350,16.2,894,0%,1742
Federal University of Mato Grosso do Sul,10.4,1584,18.1,1336,10.4,1466,17.4,1482,41.9,768,23.2,1555,"26,142",533,15.6,972,1%,1558
Universidade Federal de Ouro Preto (UFOP),10.4,1585,20,1135,11.6,1314,13.7,1592,40.4,911,20.7,1664,"15,453",984,17.1,799,1%,1539
Federal University of Pará,10.4,1586,19.5,1176,10.7,1432,12.7,1610,39,1126,23.6,1538,"43,211",154,16.3,881,0%,1740
Federal University of Paraí­ba (UFPB),10.4,1587,18.4,1289,8.1,1766,13,1608,36.9,1778,21.7,1626,"36,815",243,14.3,1131,0%,1761
Federal University of Pelotas,10.4,1588,18.4,1290,13.4,1155,19.2,1434,37.7,1373,20.2,1679,"23,242",627,17.1,798,0%,1734
Federal University of Pernambuco,10.4,1589,25.8,703,11,1389,15,1557,39.6,1026,21.8,1617,"34,356",293,14.2,1144,1%,1577
Federal University of Piauí,10.4,1590,13.9,1755,10.5,1459,13.9,1589,37.8,1357,25.4,1450,"52,000",87,24.6,322,0%,1690
Federal Rural University of Pernambuco,10.4,1591,16.8,1514,10.2,1490,8.3,1705,37.1,1633,20.1,1687,"20,185",741,16,923,0%,1744
Universidade Federal Rural do Semi-Arido,10.4,1592,26,695,9.4,1583,2.4,1791,44,616,15.8,1792,"6,750",1548,10,1577,0%,1784
Federal University of the State of Rio de Janeiro (UNIRIO),10.4,1593,20.4,1095,10.9,1404,7.3,1723,36.9,1790,33,1168,"20,874",716,22.7,397,8%,774
Federal University of Vales do Jequitinhonha e Mucuri,10.4,1594,17,1492,8.8,1673,6.4,1747,36.9,1791,18.2,1741,"10,708",1257,13.2,1257,0%,1768
Feng Chia University,10.4,1595,17.5,1423,16.6,921,13.6,1594,41,848,37.1,1041,"19,298",780,23.3,377,7%,841
Fluminense Federal University,10.4,1596,18.8,1240,12.1,1277,16.7,1511,39.1,1100,25,1463,"70,979",41,21.1,479,0%,1708
Université Frères Mentouri Constantine 1,10.4,1597,18.9,1227,8.7,1686,10.9,1648,37.5,1446,37.6,1027,"36,423",254,22.2,420,1%,1488
Universidad de las Fuerzas Armadas – ESPE,10.4,1598,15.1,1681,9.4,1593,11.8,1631,37.1,1629,42.2,895,"18,562",815,13.4,1232,0%,1766
University of Fukui,10.4,1599,22.3,930,11.2,1356,12.5,1616,41,849,26.2,1414,"4,902",1651,8,1699,5%,1044
Fukuoka University,10.4,1600,18.8,1241,9.2,1619,15.1,1553,39.7,1012,21,1654,"19,637",762,9.5,1616,1%,1629
Gaziantep University,10.4,1601,16.6,1543,9.8,1546,21.5,1391,36.9,1770,31.1,1231,"33,225",322,38,77,11%,618
"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures",10.4,1602,17.9,1367,9.4,1588,16.2,1527,37.2,1579,34.9,1103,"8,752",1405,14,1178,11%,640
Gheorghe Asachi Technical University of Iaşi,10.4,1603,15.6,1636,10.4,1468,11.2,1643,37.2,1586,29.4,1296,"13,884",1074,21,493,9%,732
GITAM University,10.4,1604,17.6,1415,8.8,1670,16.2,1528,38.2,1264,20.1,1683,"22,094",667,14.1,1161,1%,1580
Grigore T. Popa University of Medicine and Pharmacy,10.4,1605,18.4,1291,8.4,1733,15.8,1538,37.1,1625,43.2,865,"9,605",1343,10.8,1505,27%,192
University of Guadalajara,10.4,1606,15,1692,8.2,1759,10.3,1669,36.9,1783,28.7,1323,"138,372",13,17.8,726,0%,1727
University of Guanajuato,10.4,1607,16.8,1515,9,1646,9,1693,38.8,1155,31.8,1200,"29,558",422,20.9,500,1%,1505
Gubkin Russian State University of Oil and Gas,10.4,1608,18,1348,10.6,1442,11.6,1636,53.1,354,24.5,1495,"9,015",1386,12.4,1353,8%,804
Hanoi University of Science and Technology,10.4,1609,14.9,1698,12.3,1265,20.2,1417,43.5,645,39.4,974,"32,758",335,31.1,157,0%,1666
Université Hassan 1er,10.4,1610,18,1349,8.7,1688,12.2,1621,36.9,1779,22.7,1589,"47,480",116,51.8,19,2%,1284
University of Havana,10.4,1611,23.3,854,11.3,1343,7.9,1709,42.4,730,51,650,"15,002",1015,8.6,1664,4%,1148
Hellenic Open University,10.4,1612,19.8,1149,8.1,1764,23,1359,37,1686,23.4,1549,"19,311",778,6.8,1736,1%,1644
Hue University,10.4,1613,13.7,1762,8.1,1770,14.5,1575,37.4,1488,47.2,746,"47,590",114,22,430,1%,1492
University of Hyogo,10.4,1614,17.9,1368,12.3,1261,4.7,1770,47.3,483,21.3,1639,"6,592",1552,12.7,1328,3%,1246
Ibaraki University,10.4,1615,17.5,1424,12.2,1271,6.9,1734,42.1,747,24.2,1506,"7,863",1467,14.8,1072,3%,1231
Universidad Industrial de Santander (UIS),10.4,1616,16.1,1597,10.1,1504,7.9,1710,43.6,641,35.2,1090,"20,708",719,13.8,1193,1%,1582
Industrial University of Tyumen,10.4,1617,17,1493,9.5,1574,20.1,1420,38,1300,20.2,1678,"11,336",1223,10.4,1542,6%,955
Inönü University,10.4,1618,24.6,783,8.4,1727,15.5,1548,36.9,1776,17.6,1760,"30,348",396,19.2,628,2%,1340
Instituto Politécnico Nacional (IPN),10.4,1619,18.4,1292,10.6,1440,12.5,1617,43,684,25.2,1455,"133,839",14,12.6,1331,0%,1772
Irkutsk State University,10.4,1620,17.1,1473,10,1519,10.3,1668,38.9,1140,23.9,1522,"13,334",1101,14.1,1165,4%,1123
I-Shou University,10.4,1621,15.3,1665,19,798,11.7,1633,51,392,41.8,907,"11,691",1196,27.5,236,16%,428
Islamic University of Indonesia,10.4,1622,25.6,711,9.3,1600,6.1,1750,38.3,1233,26.7,1397,"24,392",588,28.2,220,4%,1061
Ivane Javakhishvili Tbilisi State University,10.4,1623,15.4,1659,10.6,1445,5.1,1762,37.4,1493,42.5,886,"22,080",668,29.1,199,3%,1166
Ivanovo State University of Chemistry and Technology,10.4,1624,16.6,1544,10,1521,0.8,1799,36.9,1799,22.1,1606,"3,788",1697,18.5,687,6%,917
Iwate University,10.4,1625,21.5,1005,10.6,1437,7.3,1724,39.8,999,26.1,1423,"5,305",1632,13.1,1275,4%,1126
Izmir Institute of Technology,10.4,1626,17.2,1464,10.9,1409,15.5,1546,40.6,890,29.5,1287,"5,542",1619,18.5,686,3%,1206
Jan Evangelista Purkyně University,10.4,1627,15.2,1672,12.4,1250,10.8,1651,37.3,1544,38,1015,"7,966",1459,18.1,711,3%,1208
Jean Moulin University – Lyon 3,10.4,1628,15.9,1610,12.3,1264,5.4,1759,37.5,1455,53,606,"27,907",477,40.6,57,20%,314
Kagoshima University,10.4,1629,21.8,974,12.4,1243,14.3,1583,43.4,653,25.2,1454,"10,326",1283,10.2,1559,2%,1416
Kanagawa University,10.4,1630,15.7,1630,8,1773,10,1676,37.4,1492,30.9,1239,"17,457",880,14.8,1069,4%,1118
Kansai University,10.4,1631,17.4,1437,8.3,1745,6.5,1745,38.4,1218,28.2,1339,"30,335",397,12.3,1357,3%,1248
University of Karachi,10.4,1632,14.9,1699,10.8,1423,9.4,1686,37,1701,37.5,1030,"43,740",153,36.3,95,0%,1660
Karadeniz Technical University,10.4,1633,14.3,1738,9.5,1579,19.7,1423,40,970,19.6,1699,"34,824",286,25.8,282,4%,1063
Kasetsart University,10.4,1634,19.2,1200,11.4,1331,13.4,1599,42,754,32.2,1187,"68,589",45,18.4,688,1%,1527
Kemerovo State University,10.4,1635,16.8,1516,9.6,1561,2.6,1790,39.4,1057,20.3,1677,"15,311",994,20.8,507,6%,910
King Mongkut’s Institute of Technology Ladkrabang,10.4,1636,17.4,1438,20.5,723,6.9,1733,81.3,104,26.5,1402,"24,243",597,20.6,521,1%,1510
Kirikkale University,10.4,1637,17.4,1439,17.6,862,16.2,1523,36.9,1774,17.1,1768,"27,790",481,46.2,35,2%,1286
Kocaeli University,10.4,1638,13.4,1772,8.8,1680,14.4,1579,39.2,1086,22.4,1595,"67,200",47,45.7,36,3%,1158
Kochi University,10.4,1639,20.7,1069,11.3,1347,17.3,1486,41.1,836,23.9,1519,"5,480",1623,8.2,1688,1%,1637
Kogakuin University,10.4,1640,16.4,1569,11,1400,15,1558,41.7,784,20.8,1660,"6,317",1575,17.5,768,1%,1536
Kookmin University,10.4,1641,19.8,1150,11.2,1357,15.6,1541,40.3,921,31.5,1212,"17,238",888,12,1391,11%,646
University of Kufa,10.4,1642,17.3,1453,8.3,1746,18.3,1458,37.7,1374,28.8,1313,"28,175",469,12.3,1358,0%,1774
Kwansei Gakuin University,10.4,1643,15.5,1651,9.2,1625,17.3,1488,38,1303,35.1,1094,"25,537",553,24.8,313,4%,1066
Kyoto Sangyo University,10.4,1644,14.6,1721,8.5,1724,16,1533,37,1693,38.6,998,"12,110",1174,21.1,484,2%,1328
Kyoto Institute of Technology,10.4,1645,21.8,975,16,954,5,1765,42.9,693,28.8,1311,"3,958",1688,13.4,1238,6%,944
Ladoke Akintola University of Technology,10.4,1646,15.4,1660,11.2,1363,17.9,1469,43,682,27.1,1381,"25,953",539,53.1,18,0%,1654
Latvia University of Life Sciences and Technologies,10.4,1647,16.7,1534,20.1,743,5.5,1756,39.1,1103,25.9,1429,"3,891",1692,24.9,311,4%,1065
University of Łódź,10.4,1648,17.7,1401,15.5,994,13.8,1590,37.2,1583,30.1,1267,"22,273",659,16.7,852,8%,785
Lodz University of Technology,10.4,1649,16.6,1545,14.9,1036,17.8,1471,43.6,638,25.5,1445,"12,642",1143,17.8,731,4%,1095
Lucian Blaga University of Sibiu,10.4,1650,17.8,1386,13.2,1173,19.5,1426,37.5,1439,23.1,1560,"13,154",1114,16.5,867,2%,1355
University of Macerata (UNIMC),10.4,1651,16.8,1517,18,846,7,1731,37,1707,31.4,1220,"10,561",1267,23.7,358,5%,978
Mackenzie Presbyterian University,10.4,1652,17.4,1440,10,1518,10.4,1666,37.6,1408,24.3,1502,"27,482",486,27.3,240,0%,1677
Mahasarakham University,10.4,1653,23.2,867,8.4,1728,7.3,1727,37.9,1335,23,1569,"37,351",237,30,183,1%,1460
Mapúa University,10.4,1654,13.8,1759,13.5,1148,8.5,1703,36.9,1788,16.9,1772,"6,576",1554,23.9,351,1%,1474
Maria Curie-Skłodowska University (UMCS),10.4,1655,17.6,1416,16.8,908,12,1624,37.2,1585,30.5,1255,"18,263",838,12.6,1335,9%,747
Matej Bel University,10.4,1656,18.8,1242,13.3,1166,7.4,1720,37.5,1453,45,801,"6,987",1536,14.2,1157,8%,795
Medical University of Silesia in Katowice,10.4,1657,22.8,893,9.1,1629,18.5,1452,39,1123,23,1567,"10,267",1289,7.6,1718,5%,1046
Meiji University,10.4,1658,17,1494,11.4,1336,6.6,1738,41.3,821,27.4,1371,"33,090",325,34.2,119,5%,971
Meijo University,10.4,1659,15,1693,11.1,1385,9.8,1678,38,1309,26.2,1416,"15,043",1011,30.3,171,1%,1457
Mendeleev University of Chemical Technology,10.4,1660,17.5,1425,13.6,1135,6.5,1742,47.7,466,20.5,1668,"7,037",1532,15,1044,6%,933
M’Hamed Bougara University of Boumerdès,10.4,1661,13.6,1768,8,1775,24,1331,37,1684,31,1234,"32,336",343,22.2,421,1%,1489
Universidad Michoacana de San Nicolás de Hidalgo,10.4,1662,15.9,1611,8.5,1722,7.8,1714,37.5,1452,27,1389,"41,022",179,22.9,389,1%,1481
Ming Chuan University,10.4,1663,14.3,1739,10.8,1424,15.5,1547,37.4,1486,33.9,1137,"18,024",850,21.7,449,10%,676
MIREA - Russian Technological University,10.4,1664,15.2,1673,11.1,1384,2.9,1788,58.3,287,19.7,1694,"26,533",516,22.4,413,5%,981
University of Miskolc,10.4,1665,31.4,470,10.6,1436,6.9,1735,39.5,1038,29.8,1277,"9,021",1385,16.1,912,5%,999
University of Miyazaki,10.4,1666,22.5,915,10.9,1403,17.4,1481,39.9,988,24.7,1485,"5,456",1625,7.5,1724,3%,1276
University Mohamed Boudiaf of M’Sila,10.4,1667,16.5,1559,7.8,1786,8.5,1704,37.7,1379,31.4,1219,"38,267",221,19.4,609,1%,1519
University of Montenegro,10.4,1668,13,1784,11.5,1326,14.6,1569,44.1,611,46,772,"16,793",908,24.3,334,2%,1310
Moscow Polytechnic University,10.4,1669,17.1,1474,9.4,1590,8.9,1695,36.9,1785,27.8,1355,"11,250",1228,12.7,1326,13%,563
Moscow Power Engineering Institute,10.4,1670,19.4,1186,16.7,913,9.6,1682,75.4,153,34.8,1105,"14,483",1043,20.9,501,14%,494
University of Mosul,10.4,1671,15.2,1674,8.8,1677,22.7,1363,39.7,1011,23.9,1520,"60,460",65,15.9,931,0%,1745
Université Mouloud Mammeri de Tizi-Ouzou,10.4,1672,21.9,968,7.5,1798,6.3,1749,36.9,1792,44.9,803,"41,107",177,18.1,707,0%,1725
Muroran Institute of Technology,10.4,1673,15.5,1652,11,1401,17.2,1491,42.7,711,34.1,1128,"3,397",1709,20.3,543,6%,913
Mustansiriyah University,10.4,1674,21.7,979,8.2,1753,18.2,1462,40,971,28.7,1317,"33,105",323,7.1,1730,1%,1642
Universidad Nacional del Litoral,10.4,1675,13.5,1771,8.9,1663,14.6,1571,37.9,1332,27.9,1349,"47,336",118,30,182,0%,1670
Universidad Nacional Mayor de San Marcos,10.4,1676,15.3,1666,10.4,1470,4.5,1772,36.9,1794,37.2,1038,"47,716",111,26.1,270,0%,1682
Nagoya Institute of Technology,10.4,1677,17.1,1475,19.6,762,7.5,1718,49.2,426,26.7,1395,"5,774",1604,16.3,890,5%,997
Naresuan University,10.4,1678,15.7,1631,9.2,1624,13.3,1603,41.3,819,31.3,1224,"24,827",573,16.7,850,1%,1548
National Changhua University of Education,10.4,1679,21.2,1026,16.5,926,7.8,1712,39.3,1072,24.9,1471,"8,515",1425,23.2,381,4%,1073
National Chiayi University,10.4,1680,15.2,1675,13.1,1183,13.2,1606,64,240,19.5,1703,"12,059",1175,26.3,264,3%,1171
National Chi Nan University,10.4,1681,18.3,1306,14.9,1033,7.3,1722,50.7,399,30.8,1241,"5,773",1605,14.6,1103,11%,638
National University of Córdoba,10.4,1682,18.3,1307,10.2,1487,19.4,1430,37.4,1484,35.3,1089,"167,063",9,16.2,891,1%,1551
National Formosa University,10.4,1683,14.3,1740,14.3,1089,6.5,1741,41.6,792,16.5,1780,"11,134",1234,19,643,1%,1524
National Ilan University,10.4,1684,14.6,1722,13.3,1170,16.6,1515,42,753,32.5,1175,"5,476",1624,23,388,2%,1316
National University of Kaohsiung,10.4,1685,14.4,1729,15.3,1009,5.2,1761,41.6,793,27.8,1352,"5,741",1608,24,346,4%,1069
National Kaohsiung University of Science and Technology,10.4,1686,15.7,1632,13.8,1119,15,1556,48.6,439,22.8,1579,"28,128",470,28.2,219,2%,1302
National Taipei University,10.4,1687,18.5,1279,13.7,1127,14.2,1585,38.1,1289,28.5,1329,"8,344",1440,16,928,5%,1000
National United University,10.4,1688,13.9,1756,13.1,1184,21.6,1390,39.4,1055,20,1690,"7,418",1495,20.7,516,1%,1508
Nizhny Novgorod State Technical University,10.4,1689,17.6,1417,9.2,1622,6.4,1746,48.9,434,20,1689,"7,728",1477,12,1395,3%,1255
Nnamdi Azikiwe University,10.4,1690,16.6,1546,8.3,1748,14.3,1584,37.2,1582,27.6,1365,"33,509",312,15.7,956,0%,1749
North-Caucasus Federal University,10.4,1691,22.7,902,9,1642,16.5,1517,38.4,1216,29.7,1279,"17,829",859,8.2,1684,10%,722
North-Eastern Federal University,10.4,1692,21.5,1006,9.7,1550,6,1753,37.7,1381,23.5,1543,"12,449",1155,12.5,1346,3%,1247
Northern (Arctic) Federal University named after M.V. Lomonosov,10.4,1693,17.7,1402,11,1395,4,1776,39.3,1074,27.5,1367,"7,623",1481,15.3,1015,8%,791
North-Western State Medical University named after I.I. Mechnikov,10.4,1694,22.1,948,8.3,1740,1.3,1796,36.9,1797,25.1,1460,"6,392",1563,5.8,1758,10%,723
Nosov Magnitogorsk State Technical University,10.4,1695,15.9,1612,10.3,1478,5.5,1758,38.7,1170,17.7,1755,"8,128",1449,14.4,1129,3%,1236
Universidade Nove de Julho (Uninove),10.4,1696,18.4,1293,7.7,1793,11.7,1635,37.9,1334,22.2,1601,"79,285",31,25.4,294,1%,1469
University of Novi Sad,10.4,1697,16.7,1535,11.1,1381,15.7,1540,42.2,738,35.8,1074,"47,669",112,15.3,1005,1%,1562
Novosibirsk State Technical University,10.4,1698,20.1,1124,13,1193,5.5,1757,40.5,900,36.9,1047,"11,566",1202,10.7,1513,22%,277
Nueva Granada Military University,10.4,1699,18,1350,7.7,1795,2.9,1789,37,1714,27.3,1376,"17,620",871,10.4,1540,0%,1782
Ochanomizu University,10.4,1700,28.6,580,13.9,1113,7.7,1717,39.4,1056,26.8,1393,"2,743",1737,14.9,1061,6%,935
Ogarev Mordovia State University,10.4,1701,15.5,1653,9.2,1626,3.2,1782,39.7,1015,28.9,1306,"15,472",981,14.6,1099,13%,559
Oita University,10.4,1702,20.8,1055,11.1,1375,17.3,1487,39.5,1037,19.6,1701,"5,433",1626,8.5,1675,2%,1425
Omsk State Technical University,10.4,1703,16.4,1570,8.7,1691,6.5,1743,38.9,1141,32.2,1188,"12,553",1150,11.6,1426,18%,385
Ondokuz Mayis University,10.4,1704,16.1,1598,10.5,1456,16.9,1504,43.8,629,33.6,1146,"33,798",302,16,919,15%,469
University of Oradea,10.4,1705,14.8,1708,8.9,1662,16.3,1522,37.1,1623,35.2,1092,"15,840",958,17.2,791,6%,920
Osaka Institute of Technology,10.4,1706,14.7,1718,12.2,1274,22.9,1361,41.3,817,24.1,1514,"7,160",1517,30.3,174,1%,1458
Osaka Medical and Pharmaceutical University,10.4,1707,25,750,10.8,1414,14.8,1564,38.7,1169,16.5,1781,"3,094",1723,5.5,1762,1%,1645
Ovidius University of Constanța,10.4,1708,16.2,1589,8.6,1711,3.1,1784,37,1712,23.4,1550,"18,344",833,12.7,1322,6%,948
Universitas Padjadjaran,10.4,1709,22.5,916,11,1392,17,1500,41.8,773,26.1,1422,"35,873",269,12.1,1376,1%,1608
Universidad Panamericana (UP),10.4,1710,20.5,1083,9.1,1631,8.7,1701,37,1703,36.5,1056,"14,504",1041,8.5,1673,1%,1636
University of Pardubice,10.4,1711,18.6,1269,16.7,914,5.7,1754,37.3,1548,34.9,1101,"7,606",1483,14,1180,7%,867
University of Passo Fundo (UPF),10.4,1712,16.9,1506,10.1,1501,23.1,1352,37,1685,23.9,1523,"11,671",1198,24.7,321,0%,1689
Pavlov First Saint Petersburg State Medical University,10.4,1713,23.1,872,9.2,1615,10.6,1657,39.7,1014,31.4,1218,"5,493",1622,6.3,1749,13%,574
Payame Noor University,10.4,1714,14.8,1709,9,1651,23.5,1344,38.2,1261,18.2,1736,"454,155",2,124.7,2,1%,1437
Pedagogical and Technological University of Colombia,10.4,1715,14.5,1725,7.6,1797,6.1,1751,37,1709,35.2,1093,"32,037",356,15.4,990,0%,1752
Penza State University,10.4,1716,14.1,1746,8.4,1734,9,1694,37.3,1546,27.5,1369,"18,451",822,17.2,789,11%,628
Perm National Research Polytechnic University,10.4,1717,19.3,1193,10.8,1416,3.9,1777,67.5,213,24.9,1466,"8,565",1422,10.2,1561,9%,755
Perm State University,10.4,1718,18.9,1228,11.3,1349,2.2,1792,42.3,733,20.9,1655,"9,837",1318,12.1,1381,5%,1030
University of Pernambuco,10.4,1719,16,1604,10,1523,17.8,1472,37.4,1485,24.8,1481,"18,556",816,17,814,0%,1735
Platov South-Russian State Polytechnic University (NPI),10.4,1720,15.1,1682,9.4,1594,3.8,1779,41.6,794,21.9,1612,"7,208",1514,15.7,965,8%,790
Universidad Politécnica Salesiana,10.4,1721,13,1785,8.8,1683,14.5,1574,37.4,1487,46.4,762,"21,335",696,20.7,511,1%,1506
Polytechnic University of Bucharest,10.4,1722,16.6,1547,11.8,1302,10.2,1671,37.7,1378,22.1,1604,"30,287",401,24.4,330,4%,1068
Polytechnic University of Timişoara,10.4,1723,14.9,1700,10.6,1446,20.3,1413,38.1,1286,19.9,1691,"13,081",1118,21.5,461,2%,1325
Pontifical Catholic University of Minas Gerais,10.4,1724,17.6,1418,9.4,1589,6.8,1737,37.2,1587,21.3,1643,"39,142",208,34,121,0%,1663
Universidad Pontificia Bolivariana (UPB),10.4,1725,18.7,1256,10.6,1439,4.8,1767,39.3,1073,36.4,1059,"11,497",1207,11.5,1439,2%,1410
Pontificia Universidad Católica del Ecuador,10.4,1726,14.8,1710,8,1774,18.4,1456,36.9,1773,52.7,613,"23,170",631,15,1040,1%,1568
Prague University of Economics and Business,10.4,1727,16.4,1571,14,1108,6.8,1736,37.7,1380,47,750,"13,700",1084,28.1,222,27%,181
Privolzhsky Research Medical University,10.4,1728,18.8,1243,8.4,1732,1.4,1795,36.9,1796,33.7,1143,"6,202",1582,10.8,1506,18%,389
PSG College of Technology,10.4,1729,16.9,1507,9.6,1560,21.1,1400,38,1299,15,1796,"8,594",1418,15.3,1014,0%,1754
Recep Tayyip Erdoğan University,10.4,1730,15.6,1637,8.8,1676,16.9,1505,37.1,1621,20.1,1685,"13,468",1095,19.2,631,4%,1087
University of Rijeka,10.4,1731,17.1,1476,15.9,967,14.9,1561,39.3,1070,31.3,1226,"13,155",1113,15.6,974,2%,1361
Russian Presidential Academy of National Economy and Public Administration,10.4,1732,20.8,1056,16.3,934,6.5,1740,41,850,21,1653,"16,464",922,9.8,1597,4%,1141
R V College of Engineering,10.4,1733,15.6,1638,9.7,1552,26.2,1283,38.3,1228,14.1,1799,"5,953",1599,15.4,1001,0%,1753
Ryukoku University,10.4,1734,15.6,1639,10,1524,11.7,1634,37.5,1444,24.9,1474,"15,692",967,27.7,231,2%,1304
Rzeszów University of Technology,10.4,1735,16.9,1508,9.3,1607,24,1330,40.5,898,21.3,1641,"11,259",1227,12.1,1380,1%,1610
University of La Sabana,10.4,1736,17,1495,10.1,1500,12.6,1612,38,1306,42.6,881,"12,123",1172,15.5,982,2%,1363
Saitama University,10.4,1737,19.7,1156,13.5,1146,13.3,1601,39,1125,34.9,1099,"8,457",1429,14.9,1058,6%,934
Samara State Technical University,10.4,1738,15.6,1640,11.4,1338,7.1,1729,47.9,460,18.4,1730,"13,689",1085,16.2,898,4%,1109
San Sebastián University,10.4,1739,17.1,1477,8.1,1767,8.9,1697,36.9,1786,41.6,920,"19,858",754,10.4,1539,0%,1781
Satbayev University,10.4,1740,19.6,1167,9.3,1604,5,1766,41.1,839,67.9,371,"9,243",1361,9.7,1605,4%,1142
University of Science and Technology of Oran Mohamed-Boudiaf,10.4,1741,21.6,986,7.7,1791,7.8,1715,37,1705,32.3,1182,"19,115",788,6.9,1733,1%,1643
SGH Warsaw School of Economics,10.4,1742,16.9,1509,13.2,1175,10.3,1667,37.8,1358,32.3,1181,"9,092",1378,17.7,746,12%,591
Shimane University,10.4,1743,21.2,1027,11.3,1346,17,1499,40,972,24.9,1470,"6,055",1592,7.7,1715,3%,1274
Shizuoka University,10.4,1744,18.7,1257,14.8,1042,10.6,1655,43.3,657,32,1193,"9,926",1308,14.2,1152,4%,1121
University of Shizuoka,10.4,1745,19.5,1177,12.8,1206,10.2,1670,41.5,802,22.8,1580,"3,125",1722,11.9,1404,3%,1256
Siberian State Medical University,10.4,1746,17.3,1454,8.3,1747,0.9,1798,37,1715,38.8,990,"6,522",1555,11.1,1482,24%,229
Sichuan University of Science and Engineering,10.4,1747,13.1,1782,9.4,1598,21.9,1386,42.5,725,17.4,1762,"38,707",213,21.2,473,1%,1499
University of Silesia in Katowice,10.4,1748,19.4,1187,12.3,1260,10.1,1675,37,1700,26.9,1391,"19,962",750,12,1390,3%,1252
Silpakorn University,10.4,1749,18.4,1294,10.9,1407,16.7,1512,49.4,423,26.1,1418,"24,310",594,21,489,1%,1504
University of Sistan and Baluchestan,10.4,1750,16.8,1518,11.5,1323,21.9,1384,37.4,1481,20.1,1684,"9,109",1376,20.3,542,1%,1512
Sivas Cumhuriyet University,10.4,1751,18.2,1323,9.3,1605,17.8,1473,37.3,1542,21.1,1649,"44,942",146,34.8,110,4%,1058
Slovak University of Technology in Bratislava,10.4,1752,22,956,11.8,1301,7.5,1719,38.4,1217,32.3,1180,"10,976",1243,8.8,1647,5%,1040
University of Sonora,10.4,1753,14.5,1726,8.1,1769,9.7,1681,36.9,1784,26.8,1394,"35,026",281,25.6,287,1%,1466
Sophia University,10.4,1754,20.3,1107,10,1514,9.1,1690,37.5,1450,47.2,745,"13,402",1097,11.8,1409,12%,606
Southwest State University,10.4,1755,17.7,1403,10.1,1497,7,1732,41.1,838,26.9,1390,"6,878",1540,14,1181,11%,641
